time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(meters),height_above_ground_at_drone_location(meters),ground_elevation_at_drone_location(meters),altitude_above_seaLevel(meters),height_sonar(meters),speed(m/s),distance(meters),mileage(meters),satellites,gpslevel,voltage(v),max_altitude(meters),max_ascent(meters),max_speed(m/s),max_distance(meters), xSpeed(m/s), ySpeed(m/s), zSpeed(m/s), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(c),altitude(meters),ascent(meters),flycStateRaw,flycState,message
74600,2026-01-27 15:28:29,60.1318224,24.5101931,51.146,61.706,5.5422892,67.2482892,0,14.8624,330.5,402.554,29,99,14.621,80.0072892,63.905,15.2667,330.5,0.2,-1.5,0,272.6, -19.7, 5.1,0,0,1689,1144,1024,913,100,18,0,-17,272.1,3.75,0,57,,,,,,,16.846,19.9,67.2482892,51.146,6,P-GPS,
74800,2026-01-27 15:28:29,60.1318224,24.5101931,51.146,61.706,5.5422892,67.2482892,0,14.8624,330.5,402.554,29,99,14.621,80.0072892,63.905,15.2667,330.5,0.2,-1.5,0,271.8, -19.7, 5.1,0,0,1689,1147,1024,904,100,19,0,-18,272.1,3.75,0,57,,,,,,,16.846,19.9,67.2482892,51.146,6,P-GPS,
75000,2026-01-27 15:28:29,60.1318268,24.5101387,51.142,61.722,5.5222892,67.2442892,0,14.9353,333.403,405.607,29,99,14.687,80.0072892,63.905,15.2667,333.403,0.2,-1.5,0,271.1, -19.7, 4.5,0,0,1689,1148,1024,907,100,19,0,-18,271.32,3.75,0,57,,,,,,,15.344,19.9,67.2442892,51.142,6,P-GPS,
75200,2026-01-27 15:28:29,60.1318307,24.5100851,51.135,61.725,5.5122892,67.2372892,0,14.9624,336.244,408.607,29,99,14.687,80.0072892,63.905,15.2667,336.244,0.2,-1.5,0,270.3, -19.8, 3.8,0,0,1689,1150,1024,916,100,19,0,-16,270.44,3.75,0,57,,,,,,,15.344,19.9,67.2372892,51.135,6,P-GPS,
75400,2026-01-27 15:28:29,60.1318344,24.5100311,51.126,61.726,5.5022892,67.2282892,0,15.0373,339.097,411.625,29,99,14.687,80.0072892,63.905,15.2667,339.097,0.2,-1.5,0,269.4, -19.6, 3.7,0,0,1689,1151,1024,919,100,19,0,-16,269.52,3.75,0,57,,,,,,,15.344,19.9,67.2282892,51.126,6,P-GPS,
75600,2026-01-27 15:28:30,60.1318377,24.509978,51.121,61.771,5.4522892,67.2232892,0,15.0891,341.889,414.589,30,99,14.687,80.0072892,63.905,15.2667,341.889,0.2,-1.5,0,268.7, -19.4, 3.3,0,0,1689,1151,1024,915,100,19,0,-17,268.71,3.75,0,57,,,,,,,15.344,19.9,67.2232892,51.121,6,P-GPS,
75800,2026-01-27 15:28:30,60.1318407,24.5099257,51.126,61.856,5.3722892,67.2282892,0,15.0677,344.629,417.504,30,99,14.687,80.0072892,63.905,15.2667,344.629,0.2,-1.5,0,267.9, -19.6, 3.4,0,0,1689,1163,1024,954,100,21,0,-11,267.91,3.75,0,57,,,,,,,15.344,19.9,67.2282892,51.126,6,P-GPS,
76000,2026-01-27 15:28:30,60.1318435,24.5098705,51.133,61.943,5.2922892,67.2352892,0,15.0972,347.507,420.577,30,99,14.65,80.0072892,63.905,15.2667,347.507,0.1,-1.5,0,267.1, -19.9, 3.5,0,0,1689,1173,1024,1024,100,23,0,0,267.13,3.76,0,57,,,,,,,14.47,19.9,67.2352892,51.133,6,P-GPS,
76200,2026-01-27 15:28:30,60.131846,24.5098158,51.134,62.014,5.2222892,67.2362892,0,15.1233,350.348,423.619,30,99,14.65,80.0072892,63.905,15.2667,350.348,0.1,-1.5,0,266.4, -19.5, 7.9,0,0,1689,1173,1024,1024,100,23,0,0,266.63,3.75,0,57,,,,,,,14.47,19.9,67.2362892,51.134,6,P-GPS,
76400,2026-01-27 15:28:30,60.1318483,24.5097611,51.13,62.08,5.1522892,67.2322892,0,15.1199,353.182,426.66,30,99,14.65,80.0072892,63.905,15.2667,353.182,0.1,-1.5,0,266.5, -19.2, 10.4,0,0,1689,1195,1024,1024,100,26,0,0,266.5,3.75,0,57,,,,,,,14.47,19.9,67.2322892,51.13,6,P-GPS,
76600,2026-01-27 15:28:31,60.1318508,24.5097078,51.125,62.125,5.1022892,67.2272892,0,15.1373,355.96,429.624,30,99,14.65,80.0072892,63.905,15.2667,355.96,0.1,-1.5,0,266.5, -19.2, 11,0,0,1689,1194,1689,1024,100,26,100,0,266.48,3.75,0,57,,,,,,,14.47,19.9,67.2272892,51.125,6,P-GPS,
76800,2026-01-27 15:28:31,60.1318535,24.5096543,51.123,62.123,5.1022892,67.2252892,0,15.2019,358.76,432.603,30,99,14.65,80.0072892,63.905,15.2667,358.76,0.1,-1.5,0,266.2, -16.7, 10.3,0,0,1689,1194,1689,1024,100,26,100,0,266.48,3.75,0,57,,,,,,,14.47,19.9,67.2252892,51.123,6,P-GPS,
77000,2026-01-27 15:28:31,60.1318565,24.5095986,51.168,62.168,5.1022892,67.2702892,0,15.2817,361.688,435.705,30,99,14.718,80.0072892,63.905,15.2817,361.688,0.2,-1.5,0.1,266.6, -13.1, 7.2,0,0,1689,1194,1689,1024,100,26,100,0,266.48,3.75,0,57,,,,,,,15.364,19.9,67.2702892,51.168,6,P-GPS,
77200,2026-01-27 15:28:31,60.1318596,24.5095437,51.394,62.394,5.1022892,67.4962892,0,15.2383,364.583,438.765,30,99,14.718,80.0072892,63.905,15.2817,364.583,0.2,-1.5,0.2,266.5, -13.8, 7.5,0,0,1689,1194,1689,1024,100,26,100,0,266.48,3.75,0,57,,,,,,,15.364,19.9,67.4962892,51.394,6,P-GPS,
77400,2026-01-27 15:28:31,60.1318627,24.5094885,51.794,62.794,5.1022892,67.8962892,0,15.33,367.496,441.842,30,99,14.718,80.0072892,63.905,15.33,367.496,0.2,-1.5,0.3,266.4, -14.1, 7.7,0,0,1689,1194,1689,1024,100,26,100,0,266.48,3.75,0,57,,,,,,,15.364,19.9,67.8962892,51.794,6,P-GPS,
77600,2026-01-27 15:28:32,60.1318656,24.5094345,52.374,63.374,5.1022892,68.4762892,0,15.2937,370.342,444.85,30,99,14.718,80.0072892,63.905,15.33,370.342,0.2,-1.5,0.4,266.5, -14, 8,0,0,1689,1194,1689,1024,100,26,100,0,266.48,3.75,0,57,,,,,,,15.364,19.9,68.4762892,52.374,6,P-GPS,
77800,2026-01-27 15:28:32,60.1318687,24.5093814,53.119,64.119,5.1022892,69.2212892,0,15.2942,373.155,447.81,30,99,14.718,80.0072892,63.905,15.33,373.155,0.2,-1.5,0.4,266.5, -14.4, 8.1,0,0,1689,1194,1689,1024,100,26,100,0,266.48,3.75,0,57,,,,,,,15.364,19.9,69.2212892,53.119,6,P-GPS,
78000,2026-01-27 15:28:32,60.1318723,24.5093252,54.052,65.052,5.1022892,70.1542892,0,15.4013,376.149,450.948,30,99,14.815,80.0072892,63.905,15.4013,376.149,0.2,-1.5,0.5,266.5, -15.4, 8,0,0,1689,1194,1689,1024,100,26,100,0,266.48,3.75,0,57,,,,,,,15.768,19.9,70.1542892,54.052,6,P-GPS,
78200,2026-01-27 15:28:32,60.1318758,24.5092695,55.127,66.127,5.1022892,71.2292892,0,15.4281,379.115,454.058,30,99,14.815,80.0072892,63.905,15.4281,379.115,0.2,-1.5,0.6,266.5, -17.6, 9,0,0,1689,1194,1689,1024,100,26,100,0,266.48,3.75,0,57,,,,,,,15.768,19.9,71.2292892,55.127,6,P-GPS,
78400,2026-01-27 15:28:32,60.1318793,24.5092142,56.26,67.26,5.1022892,72.3622892,0,15.5396,382.064,457.145,30,99,14.815,80.0072892,63.905,15.5396,382.064,0.2,-1.5,0.6,266.4, -17.4, 9.8,0,0,1689,1194,1689,1024,100,26,100,0,266.48,3.75,0,57,,,,,,,15.768,19.9,72.3622892,56.26,6,P-GPS,
78600,2026-01-27 15:28:33,60.1318828,24.5091591,57.415,68.445,5.0722892,73.5172892,0,15.598,385.005,460.221,30,99,14.815,80.0072892,63.905,15.598,385.005,0.2,-1.5,0.6,266.4, -16.1, 9.8,0,0,1689,1199,1689,1024,100,27,100,0,266.48,3.75,0,57,,,,,,,15.768,19.9,73.5172892,57.415,6,P-GPS,
78800,2026-01-27 15:28:33,60.1318864,24.5091048,58.565,69.785,4.8822892,74.6672892,0,15.5996,387.911,463.255,30,99,14.815,80.0072892,63.905,15.5996,387.911,0.2,-1.5,0.6,266.5, -15.2, 9.8,0,0,1689,1205,1689,1024,100,27,100,0,266.48,3.75,0,57,,,,,,,15.768,19.9,74.6672892,58.565,6,P-GPS,
79000,2026-01-27 15:28:33,60.1318903,24.5090479,59.74,71.17,4.6722892,75.8422892,0,15.5821,390.965,466.436,30,99,14.124,80.0072892,63.905,15.5996,390.965,0.2,-1.5,0.6,266.4, -14.3, 10,0,0,1689,1206,1689,1024,100,28,100,0,266.48,3.75,0,57,,,,,,,30.558,19.9,75.8422892,59.74,6,P-GPS,
79200,2026-01-27 15:28:33,60.1318941,24.5089922,60.923,72.553,4.4722892,77.0252892,0,15.5068,393.956,469.549,30,99,14.124,80.0072892,63.905,15.5996,393.956,0.2,-1.5,0.6,266.5, -15.2, 10.6,0,0,1689,1206,1689,963,100,28,100,-9,266.48,3.75,0,57,,,,,,,30.558,19.9,77.0252892,60.923,6,P-GPS,
79400,2026-01-27 15:28:33,60.1318981,24.508937,62.101,73.931,4.2722892,78.2032892,0,15.4694,396.932,472.638,30,99,14.124,80.0072892,63.905,15.5996,396.932,0.2,-1.5,0.6,266.4, -15.6, 10.8,0,0,1689,1206,1689,889,100,28,100,-20,266.45,3.75,0,57,,,,,,,30.558,19.9,78.2032892,62.101,6,P-GPS,
79600,2026-01-27 15:28:34,60.131902,24.5088821,63.274,75.274,4.1022892,79.3762892,0,15.5098,399.891,475.71,30,99,14.124,80.0072892,63.905,15.5996,399.891,0.2,-1.5,0.6,266.1, -17.1, 6,0,0,1689,1206,1689,891,100,28,100,-20,265.95,3.75,0,57,,,,,,,30.558,19.9,79.3762892,63.274,6,P-GPS,
79800,2026-01-27 15:28:34,60.1319057,24.5088283,64.429,76.429,4.1022892,80.5312892,0,15.5264,402.786,478.717,30,99,14.124,80.5312892,64.429,15.5996,402.786,0.2,-1.5,0.6,265.1, -17.9, 3.4,0,0,1689,1208,1689,825,100,28,100,-30,265.12,3.75,0,57,,,,,,,30.558,19.9,80.5312892,64.429,6,P-GPS,
80000,2026-01-27 15:28:34,60.1319091,24.508771,65.604,77.604,4.1022892,81.7062892,0,15.5789,405.847,481.913,30,99,14.213,81.7062892,65.604,15.5996,405.847,0.2,-1.5,0.6,264.3, -17.4, 3.6,0,0,1689,1210,1689,864,100,28,100,-24,264.67,3.75,0,57,,,,,,,38.04,19.9,81.7062892,65.604,6,P-GPS,
80200,2026-01-27 15:28:34,60.1319118,24.5087148,66.778,78.778,4.1022892,82.8802892,0,15.5884,408.824,485.04,30,99,14.213,82.8802892,66.778,15.5996,408.824,0.1,-1.6,0.6,263.1, -17.9, 2,0,0,1689,1227,1689,864,100,31,100,-24,263.49,3.75,0,57,,,,,,,38.04,19.9,82.8802892,66.778,6,P-GPS,
80400,2026-01-27 15:28:34,60.1319139,24.5086587,67.949,79.949,4.1022892,84.0512892,0,15.5584,411.772,488.156,30,99,14.213,84.0512892,67.949,15.5996,411.772,0.1,-1.6,0.6,261.9, -18, 4.2,0,0,1689,1238,1689,877,100,32,100,-22,262.19,3.75,0,57,,,,,,,38.04,19.9,84.0512892,67.949,6,P-GPS,
80600,2026-01-27 15:28:35,60.1319156,24.5086034,69.117,81.147,4.0722892,85.2192892,0,15.5956,414.664,491.224,31,99,14.213,85.2192892,69.117,15.5996,414.664,0.1,-1.6,0.6,260.9, -18.3, 5.4,0,0,1689,1264,1689,902,100,36,100,-18,261.01,3.75,0,57,,,,,,,38.04,19.9,85.2192892,69.117,6,P-GPS,
80800,2026-01-27 15:28:35,60.1319171,24.5085486,70.268,82.468,3.9022892,86.3702892,0,15.6769,417.524,494.264,31,99,14.213,86.3702892,70.268,15.6769,417.524,0.1,-1.6,0.6,259.8, -18, 6.4,0,0,1689,1265,1689,921,100,37,100,-16,259.87,3.75,0,57,,,,,,,38.04,19.9,86.3702892,70.268,6,P-GPS,
81000,2026-01-27 15:28:35,60.1319183,24.5084908,71.433,83.823,3.7122892,87.5352892,0,15.795,420.528,497.467,31,99,14.144,87.5352892,71.433,15.795,420.528,0.1,-1.6,0.6,258.8, -17.1, 8,0,0,1689,1268,1689,1024,100,37,100,0,258.94,3.75,0,57,,,,,,,34.096,20,87.5352892,71.433,6,P-GPS,
81200,2026-01-27 15:28:35,60.1319195,24.5084333,72.603,85.183,3.5222892,88.7052892,0,15.8548,423.519,500.655,31,99,14.144,88.7052892,72.603,15.8548,423.519,0.1,-1.6,0.6,258.2, -16.5, 8.4,0,0,1689,1269,1689,982,100,37,100,-6,258.16,3.75,0,57,,,,,,,34.096,20,88.7052892,72.603,6,P-GPS,
81400,2026-01-27 15:28:35,60.1319206,24.5083759,73.744,86.514,3.3322892,89.8462892,0,15.87,426.503,503.836,31,99,14.144,89.8462892,73.744,15.87,426.503,0.1,-1.6,0.6,258, -14.1, 11.7,0,0,1689,1270,1689,981,100,37,100,-7,257.86,3.75,0,57,,,,,,,34.096,20,89.8462892,73.744,6,P-GPS,
81600,2026-01-27 15:28:36,60.1319219,24.5083197,74.866,87.746,3.2222892,90.9682892,0,15.8446,429.437,506.952,32,99,14.144,90.9682892,74.866,15.87,429.437,0.1,-1.6,0.6,257.8, -14.6, 10.7,0,0,1689,1269,1689,949,100,37,100,-11,257.68,3.75,0,57,,,,,,,34.096,20,90.9682892,74.866,6,P-GPS,
81800,2026-01-27 15:28:36,60.1319232,24.5082641,76.006,88.696,3.4122892,92.1082892,0,15.8228,432.343,510.034,32,99,14.144,92.1082892,76.006,15.87,432.343,0.1,-1.6,0.6,257.4, -15.8, 9.5,0,0,1689,1272,1689,893,100,38,100,-20,257.42,3.75,0,57,,,,,,,34.096,20,92.1082892,76.006,6,P-GPS,
82000,2026-01-27 15:28:36,60.1319246,24.5082061,77.161,89.661,3.6022892,93.2632892,0,15.8679,435.379,513.25,32,99,14.247,93.2632892,77.161,15.87,435.379,0.1,-1.6,0.6,257.1, -16.2, 8,0,0,1689,1272,1689,891,100,38,100,-20,257.02,3.75,0,57,,,,,,,33.398,20.1,93.2632892,77.161,6,P-GPS,
82200,2026-01-27 15:28:36,60.1319258,24.5081488,78.317,90.627,3.7922892,94.4192892,0,15.8479,438.373,516.426,32,99,14.247,94.4192892,78.317,15.87,438.373,0.1,-1.6,0.6,256.4, -15.7, 6.8,0,0,1689,1273,1689,856,100,38,100,-25,256.27,3.75,0,57,,,,,,,33.398,20.1,94.4192892,78.317,6,P-GPS,
82400,2026-01-27 15:28:36,60.1319265,24.5080913,79.478,91.598,3.9822892,95.5802892,0,15.8739,441.359,519.612,32,99,14.247,95.5802892,79.478,15.8739,441.359,0,-1.6,0.6,255.6, -16.4, 5.9,0,0,1689,1273,1689,862,100,38,100,-25,255.31,3.75,0,57,,,,,,,33.398,20.1,95.5802892,79.478,6,P-GPS,
82600,2026-01-27 15:28:37,60.131927,24.5080349,80.642,92.712,4.0322892,96.7442892,0,15.8374,444.284,522.736,32,99,14.247,96.7442892,80.642,15.8739,444.284,0,-1.6,0.6,254.4, -17, 4.8,0,0,1689,1273,1689,864,100,38,100,-24,254.14,3.75,0,57,,,,,,,33.398,20.1,96.7442892,80.642,6,P-GPS,
82800,2026-01-27 15:28:37,60.1319271,24.5079795,81.795,94.045,3.8522892,97.8972892,0,15.8241,447.143,525.804,32,99,14.247,97.8972892,81.795,15.8739,447.143,0,-1.6,0.6,253.3, -17.8, 5.1,0,0,1689,1273,1689,898,100,38,100,-19,252.98,3.75,0,57,,,,,,,33.398,20.1,97.8972892,81.795,6,P-GPS,
83000,2026-01-27 15:28:37,60.1319266,24.5079207,82.954,95.404,3.6522892,99.0562892,0,15.9003,450.156,529.061,32,99,14.098,99.0562892,82.954,15.9003,450.156,0,-1.6,0.6,252.1, -17.7, 5.4,0,0,1689,1276,1689,988,100,38,100,-5,252.37,3.75,0,57,,,,,,,34.35,20.1,99.0562892,82.954,6,P-GPS,
83200,2026-01-27 15:28:37,60.1319259,24.5078634,84.119,96.769,3.4522892,100.2212892,0,15.9388,453.087,532.235,32,99,14.098,100.2212892,84.119,15.9388,453.087,0,-1.6,0.6,251.1, -16.7, 6.7,0,0,1689,1276,1689,1024,100,38,100,0,251.34,3.75,0,57,,,,,,,34.35,20.1,100.2212892,84.119,6,P-GPS,
83400,2026-01-27 15:28:37,60.1319249,24.5078057,85.271,98.111,3.2622892,101.3732892,0,15.9461,456.031,535.432,32,99,14.098,101.3732892,85.271,15.9461,456.031,-0.1,-1.6,0.6,250.5, -15.2, 10.1,0,0,1689,1276,1689,1024,100,38,100,0,250.63,3.75,0,57,,,,,,,34.35,20.1,101.3732892,85.271,6,P-GPS,
83600,2026-01-27 15:28:38,60.1319239,24.507749,86.417,99.437,3.0822892,102.5192892,0,15.9221,458.925,538.574,32,99,14.098,102.5192892,86.417,15.9461,458.925,-0.1,-1.6,0.6,250.7, -13.3, 12.2,0,0,1689,1276,1689,1024,100,38,100,0,250.39,3.75,0,56,,,,,,,34.35,20.1,102.5192892,86.417,6,P-GPS,
83800,2026-01-27 15:28:38,60.1319231,24.5076935,87.552,100.752,2.9022892,103.6542892,0,15.844,461.769,541.649,32,99,14.098,103.6542892,87.552,15.9461,461.769,0,-1.6,0.6,250.4, -14.2, 11.9,0,0,1689,1276,1689,1024,100,38,100,0,250.34,3.76,0,56,,,,,,,34.35,20.1,103.6542892,87.552,6,P-GPS,
84000,2026-01-27 15:28:38,60.1319225,24.5076352,88.718,102.118,2.7022892,104.8202892,0,15.8356,464.769,544.879,32,99,14.226,104.8202892,88.718,15.9461,464.769,0,-1.6,0.6,250.3, -13.6, 11.4,0,0,1689,1276,1689,1024,100,38,100,0,250.33,3.75,0,56,,,,,,,33.22,20.3,104.8202892,88.718,6,P-GPS,
84200,2026-01-27 15:28:38,60.1319219,24.507578,89.872,103.452,2.5222892,105.9742892,0,15.7912,467.714,548.047,32,99,14.226,105.9742892,89.872,15.9461,467.714,0,-1.6,0.6,250.4, -14.9, 10.9,0,0,1689,1275,1689,1024,100,38,100,0,250.33,3.75,0,56,,,,,,,33.22,20.3,105.9742892,89.872,6,P-GPS,
84400,2026-01-27 15:28:38,60.1319213,24.5075207,91.045,104.805,2.3422892,107.1472892,0,15.7994,470.668,551.221,32,99,14.226,107.1472892,91.045,15.9461,470.668,0,-1.6,0.6,250.4, -15.5, 10.8,0,0,1689,1276,1689,1024,100,38,100,0,250.33,3.75,0,56,,,,,,,33.22,20.3,107.1472892,91.045,6,P-GPS,
84600,2026-01-27 15:28:39,60.1319207,24.5074644,92.184,106.024,2.2622892,108.2862892,0,15.8046,473.572,554.34,32,99,14.226,108.2862892,92.184,15.9461,473.572,0,-1.6,0.6,250.2, -15.4, 10.8,0,0,1689,1276,1689,1009,100,38,100,-2,250.33,3.75,0,56,,,,,,,33.22,20.3,108.2862892,92.184,6,P-GPS,
84800,2026-01-27 15:28:39,60.1319203,24.507409,93.31,107.16,2.2522892,109.4122892,0,15.8221,476.44,557.409,32,99,14.226,109.4122892,93.31,15.9461,476.44,0,-1.6,0.6,250.4, -15.1, 10.6,0,0,1689,1276,1689,891,100,38,100,-20,250.33,3.75,0,56,,,,,,,33.22,20.3,109.4122892,93.31,6,P-GPS,
85000,2026-01-27 15:28:39,60.1319198,24.5073504,94.465,108.335,2.2322892,110.5672892,0,15.8284,479.474,560.654,32,99,14.326,110.5672892,94.465,15.9461,479.474,0,-1.6,0.6,250.5, -15, 8.6,0,0,1689,1276,1689,802,100,38,100,-34,250.17,3.75,0,56,,,,,,,33.8,20.4,110.5672892,94.465,6,P-GPS,
85200,2026-01-27 15:28:39,60.1319193,24.5072932,95.618,109.508,2.2122892,111.7202892,0,15.809,482.437,563.823,32,99,14.326,111.7202892,95.618,15.9461,482.437,0,-1.6,0.6,249.5, -17.6, 2.9,0,0,1689,1276,1689,756,100,38,100,-41,249.35,3.75,0,56,,,,,,,33.8,20.4,111.7202892,95.618,6,P-GPS,
85400,2026-01-27 15:28:39,60.1319183,24.5072363,96.776,110.676,2.2022892,112.8782892,0,15.735,485.368,566.976,32,99,14.326,112.8782892,96.776,15.9461,485.368,-0.1,-1.6,0.6,248.2, -19.2, -1.8,0,0,1689,1275,1621,690,100,38,90,-51,247.96,3.75,0,56,,,,,,,33.8,20.4,112.8782892,96.776,6,P-GPS,
85600,2026-01-27 15:28:40,60.1319161,24.5071806,97.961,111.871,2.1922892,114.0632892,0,15.7076,488.196,570.07,32,99,14.326,114.0632892,97.961,15.9461,488.196,-0.1,-1.6,0.6,246.3, -19.2, -2.2,0,0,1689,1276,1618,666,100,38,90,-54,246.07,3.75,0,56,,,,,,,33.8,20.4,114.0632892,97.961,6,P-GPS,
85800,2026-01-27 15:28:40,60.1319122,24.5071117,99.158,113.088,2.1722892,115.2602892,0,15.6122,491.654,573.911,32,99,14.326,115.2602892,99.158,15.9461,491.654,-0.2,-1.6,0.6,244.5, -18.9, -1.9,0,0,1689,1276,1603,658,100,38,88,-55,243.81,3.75,0,56,,,,,,,33.8,20.4,115.2602892,99.158,6,P-GPS,
86000,2026-01-27 15:28:40,60.1319081,24.5070556,100.261,114.211,2.1522892,116.3632892,0,15.548,494.441,577.051,32,99,14.058,116.3632892,100.261,15.9461,494.441,-0.2,-1.5,0.5,241.6, -17.4, -3.6,0,0,1689,1276,1565,628,100,38,82,-60,241.23,3.75,0,56,,,,,,,34.274,20.5,116.3632892,100.261,6,P-GPS,
86200,2026-01-27 15:28:40,60.1319034,24.5070009,101.315,115.285,2.1322892,117.4172892,0,15.2895,497.137,580.125,32,99,14.058,117.4172892,101.315,15.9461,497.137,-0.3,-1.5,0.5,239.1, -17.8, -4.7,0,0,1689,1276,1527,553,100,38,76,-71,239.78,3.75,0,56,,,,,,,34.274,20.5,117.4172892,101.315,6,P-GPS,
86400,2026-01-27 15:28:40,60.1318992,24.5069608,102.333,116.323,2.1122892,118.4352892,0,15.1667,499.09,582.394,32,99,14.058,118.4352892,102.333,15.9461,499.09,-0.3,-1.5,0.5,236.4, -18.2, -7.7,0,0,1689,1283,1436,417,100,39,62,-92,236.67,3.75,0,56,,,,,,,34.274,20.5,118.4352892,102.333,6,P-GPS,
86600,2026-01-27 15:28:41,60.1318911,24.5068968,103.286,117.286,2.1022892,119.3882892,0,14.9776,502.162,586.051,32,99,14.058,119.3882892,103.286,15.9461,502.162,-0.4,-1.4,0.5,232.3, -15.6, -12.4,0,0,1689,1284,1302,359,100,39,42,-100,232.03,3.75,0,56,,,,,,,34.274,20.5,119.3882892,103.286,6,P-GPS,
86800,2026-01-27 15:28:41,60.1318834,24.5068462,104.193,118.193,2.1022892,120.2952892,0,14.6015,504.551,588.981,32,99,14.058,120.2952892,104.193,15.9461,504.551,-0.4,-1.4,0.4,224.6, -13, -17.5,0,0,1689,1222,1296,359,100,30,41,-100,224.16,3.75,0,56,,,,,,,34.274,20.5,120.2952892,104.193,6,P-GPS,
87000,2026-01-27 15:28:41,60.1318748,24.5067979,104.983,118.983,2.1022892,121.0852892,0,14.0746,506.794,591.822,32,99,14.349,121.0852892,104.983,15.9461,506.794,-0.5,-1.3,0.3,213.1, -12, -21,0,0,1178,1024,1298,359,23,0,42,-100,213.57,3.75,0.01,56,,,,,,,32.848,20.6,121.0852892,104.983,6,P-GPS,
87200,2026-01-27 15:28:41,60.131868,24.5067643,105.637,119.637,2.1022892,121.7392892,0,13.275,508.33,593.831,32,99,14.349,121.7392892,105.637,15.9461,508.33,-0.5,-1.2,0.3,201.6, -13.2, -23,0,0,1024,1024,1297,359,0,0,41,-100,201.94,3.75,0.01,56,,,,,,,32.848,20.6,121.7392892,105.637,6,P-GPS,
87400,2026-01-27 15:28:41,60.1318556,24.5067126,106.219,120.219,2.1022892,122.3212892,0,12.4201,510.634,597.009,32,99,14.349,122.3212892,106.219,15.9461,510.634,-0.6,-1.1,0.2,190.8, -11.3, -25.6,0,0,1024,1024,1296,359,0,0,41,-100,189.44,3.75,0,56,,,,,,,32.848,20.6,122.3212892,106.219,6,P-GPS,
87600,2026-01-27 15:28:42,60.1318456,24.5066785,106.763,120.763,2.1022892,122.8652892,0,11.3579,512.097,599.2,32,99,14.349,122.8652892,106.763,15.9461,512.097,-0.6,-1,0.2,178.7, 5.2, -25,0,0,1024,1024,1294,359,0,0,41,-100,176.26,3.76,0,56,,,,,,,32.848,20.6,122.8652892,106.763,6,P-GPS,
87800,2026-01-27 15:28:42,60.1318361,24.5066468,107.301,121.231,2.1722892,123.4032892,0,10.1719,513.456,601.249,32,99,14.349,123.4032892,107.301,15.9461,513.456,-0.5,-0.9,0.2,166.5, 8.9, -27.7,0,0,1024,1024,1259,359,0,0,36,-100,164.32,3.76,0,56,,,,,,,32.848,20.6,123.4032892,107.301,6,P-GPS,
88000,2026-01-27 15:28:42,60.131828,24.5066187,107.816,121.646,2.2722892,123.9182892,0,8.70647,514.675,603.047,32,99,14.239,123.9182892,107.816,15.9461,514.675,-0.4,-0.7,0.2,154.4, 5.3, -30.1,0,0,1024,1024,1251,359,0,0,34,-100,151.32,3.75,0,56,,,,,,,22.55,20.7,123.9182892,107.816,6,P-GPS,
88200,2026-01-27 15:28:42,60.1318214,24.5065947,108.294,122.034,2.3622892,124.3962892,0,7.40588,515.729,604.566,32,99,14.239,124.3962892,108.294,15.9461,515.729,-0.4,-0.6,0.2,142.7, -1.1, -31.3,0,0,1024,1024,1237,370,0,0,32,-99,138.93,3.75,0,56,,,,,,,22.55,20.7,124.3962892,108.294,6,P-GPS,
88400,2026-01-27 15:28:42,60.1318159,24.5065747,108.726,122.396,2.4322892,124.8282892,0,6.07688,516.609,605.831,32,99,14.239,124.8282892,108.726,15.9461,516.609,-0.3,-0.5,0.2,130.7, -8.1, -29.7,0,0,1024,1024,1216,406,0,0,29,-94,132.97,3.75,0.01,56,,,,,,,22.55,20.7,124.8282892,108.726,6,P-GPS,
88600,2026-01-27 15:28:43,60.1318116,24.5065591,109.121,122.731,2.4922892,125.2232892,0,4.91406,517.296,606.818,32,99,14.239,125.2232892,109.121,15.9461,517.296,-0.2,-0.4,0.1,119.2, -14, -27.6,0,0,1024,1024,1216,416,0,0,29,-92,119.67,3.75,0.01,56,,,,,,,22.55,20.7,125.2232892,109.121,6,P-GPS,
88800,2026-01-27 15:28:43,60.1318091,24.5065491,109.489,123.069,2.5222892,125.5912892,0,3.84338,517.745,607.438,31,99,14.239,125.5912892,109.489,15.9461,517.745,-0.2,-0.3,0.1,108.7, -19.1, -24.4,0,0,1024,1024,1137,715,0,0,17,-47,108.93,3.75,0.01,56,,,,,,,22.55,20.7,125.5912892,109.489,6,P-GPS,
89000,2026-01-27 15:28:43,60.1318062,24.5065367,109.82,123.35,2.5722892,125.9222892,0,2.65655,518.309,608.197,31,99,14.618,125.9222892,109.82,15.9461,518.309,-0.1,-0.2,0.1,99.2, -23, -19.5,0,0,1024,1024,1024,1024,0,0,0,0,99.05,3.75,0.01,56,,,,,,,11.472,20.8,125.9222892,109.82,6,P-GPS,
