time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(meters),height_above_ground_at_drone_location(meters),ground_elevation_at_drone_location(meters),altitude_above_seaLevel(meters),height_sonar(meters),speed(m/s),distance(meters),mileage(meters),satellites,gpslevel,voltage(v),max_altitude(meters),max_ascent(meters),max_speed(m/s),max_distance(meters), xSpeed(m/s), ySpeed(m/s), zSpeed(m/s), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(c),altitude(meters),ascent(meters),flycStateRaw,flycState,message
48600,2026-01-27 15:33:29,60.1301323,24.5152818,59.986,59.446,16.6422892,76.0882892,0,0.164438,38.2978,41.5632,30,99,14.102,96.2312892,80.129,5.13398,38.2978,0,0,0,300, -3.6, 4,0,0,1024,1024,1024,1024,0,0,0,0,299.66,-22.9,0,44,,,,,,,14.668,23.3,76.0882892,59.986,6,P-GPS,
48800,2026-01-27 15:33:29,60.1301324,24.5152811,59.988,59.448,16.6422892,76.0902892,0,0.305188,38.2993,41.6035,30,99,14.102,96.2312892,80.129,5.13398,38.2993,0,0,0,300.8, -6.5, 3.9,0,0,1024,1024,1024,1024,0,0,0,0,300.55,-22.9,0,44,,,,,,,14.668,23.3,76.0902892,59.988,6,P-GPS,
49000,2026-01-27 15:33:29,60.1301329,24.5152798,59.988,59.458,16.6322892,76.0902892,0,0.557004,38.269,41.6945,30,99,14.261,96.2312892,80.129,5.13398,38.2993,0,0,0,301.3, -10, 3.4,0,0,1024,1024,1024,1024,0,0,0,0,301.18,-22.89,0,44,,,,,,,14.058,23.3,76.0902892,59.988,6,P-GPS,
49200,2026-01-27 15:33:29,60.1301337,24.5152777,59.987,59.467,16.6222892,76.0892892,0,0.924404,38.2213,41.8409,30,99,14.261,96.2312892,80.129,5.13398,38.2993,0.1,-0.1,0,301.6, -13.2, 2.7,0,0,1024,1024,1024,1024,0,0,0,0,301.42,-22.9,0,44,,,,,,,14.058,23.3,76.0892892,59.987,6,P-GPS,
49400,2026-01-27 15:33:29,60.1301349,24.5152743,59.985,59.475,16.6122892,76.0872892,0,1.38451,38.1553,42.0717,30,99,14.261,96.2312892,80.129,5.13398,38.2993,0.1,-0.1,0,301.9, -15.6, 2.1,0,0,1024,1024,1024,1024,0,0,0,0,301.77,-22.9,0,44,,,,,,,14.058,23.3,76.0872892,59.985,6,P-GPS,
49600,2026-01-27 15:33:30,60.1301366,24.5152695,59.986,59.496,16.5922892,76.0882892,0,1.88765,38.0635,42.3979,30,99,14.261,96.2312892,80.129,5.13398,38.2993,0.1,-0.2,0,302.1, -16.9, 1.7,0,0,1024,1024,1024,1024,0,0,0,0,301.99,-22.9,0,44,,,,,,,14.058,23.3,76.0882892,59.986,6,P-GPS,
49800,2026-01-27 15:33:30,60.1301386,24.5152634,59.988,59.518,16.5722892,76.0902892,0,2.3967,37.9674,42.8024,30,99,14.261,96.2312892,80.129,5.13398,38.2993,0.1,-0.2,0,302.2, -17.9, 1.7,0,0,1024,1024,1024,1024,0,0,0,0,302.1,-22.9,0,44,,,,,,,14.058,23.3,76.0902892,59.988,6,P-GPS,
50000,2026-01-27 15:33:30,60.1301412,24.5152553,59.987,59.537,16.5522892,76.0892892,0,2.93119,37.852,43.3361,30,99,14.218,96.2312892,80.129,5.13398,38.2993,0.2,-0.2,0,302.1, -18.7, 1.8,0,0,1024,1024,1024,1024,0,0,0,0,302.15,-20.11,0,44,,,,,,,13.75,23.3,76.0892892,59.987,6,P-GPS,
50200,2026-01-27 15:33:30,60.1301443,24.5152456,59.985,59.555,16.5322892,76.0872892,0,3.43558,37.7246,43.9745,30,99,14.218,96.2312892,80.129,5.13398,38.2993,0.2,-0.3,0,302.2, -18.7, 2.1,0,0,1024,1024,1024,1024,0,0,0,0,302.2,-1.4,0,44,,,,,,,13.75,23.3,76.0872892,59.985,6,P-GPS,
50400,2026-01-27 15:33:30,60.1301479,24.5152345,59.982,59.592,16.4922892,76.0842892,0,3.91574,37.5862,44.7081,30,99,14.218,96.2312892,80.129,5.13398,38.2993,0.2,-0.3,0,302.3, -18.5, 2,0,0,1024,1024,1024,1024,0,0,0,0,302.24,-13.26,0,44,,,,,,,13.75,23.3,76.0842892,59.982,6,P-GPS,
50600,2026-01-27 15:33:31,60.1301518,24.515222,59.981,59.621,16.4622892,76.0832892,0,4.3581,37.4625,45.525,30,99,14.218,96.2312892,80.129,5.13398,38.2993,0.2,-0.4,0,302.4, -17, 1.8,0,0,1024,1024,1024,1024,0,0,0,0,302.25,-19.24,0,44,,,,,,,13.75,23.3,76.0832892,59.981,6,P-GPS,
50800,2026-01-27 15:33:31,60.130156,24.5152089,59.986,59.656,16.4322892,76.0882892,0,4.69558,37.3404,46.3879,30,99,14.218,96.2312892,80.129,5.13398,38.2993,0.2,-0.4,0,302.3, -15.2, 2.3,0,0,1024,1024,1024,1024,0,0,0,0,302.24,-21.51,0,44,,,,,,,13.75,23.3,76.0882892,59.986,6,P-GPS,
51000,2026-01-27 15:33:31,60.1301607,24.5151937,59.993,59.703,16.3922892,76.0952892,0,5.00815,37.2404,47.3788,30,99,14.102,96.2312892,80.129,5.13398,38.2993,0.3,-0.4,0,302.2, -12.1, 3.1,0,0,1024,1024,1024,1024,0,0,0,0,302.24,-22.35,0,44,,,,,,,14.044,23.3,76.0952892,59.993,6,P-GPS,
51200,2026-01-27 15:33:31,60.1301655,24.5151779,59.995,59.735,16.3622892,76.0972892,0,5.14444,37.1726,48.4038,30,99,14.102,96.2312892,80.129,5.14444,38.2993,0.3,-0.4,0,302.3, -9.1, 4,0,0,1024,1024,1024,1024,0,0,0,0,302.26,-22.66,0,44,,,,,,,14.044,23.3,76.0972892,59.995,6,P-GPS,
51400,2026-01-27 15:33:31,60.1301703,24.515162,59.994,59.764,16.3322892,76.0962892,0,5.18209,37.1357,49.4336,30,99,14.102,96.2312892,80.129,5.18209,38.2993,0.3,-0.4,0,302.3, -6.7, 4.6,0,0,1024,1024,1024,1024,0,0,0,0,302.29,-22.8,0,44,,,,,,,14.044,23.3,76.0962892,59.994,6,P-GPS,
51600,2026-01-27 15:33:32,60.1301752,24.5151463,59.993,59.803,16.2922892,76.0952892,0,5.1623,37.1121,50.4597,30,99,14.102,96.2312892,80.129,5.18209,38.2993,0.3,-0.4,0,302.3, -5.3, 4.6,0,0,1024,1024,1024,1024,0,0,0,0,302.3,-22.85,0,44,,,,,,,14.044,23.3,76.0952892,59.993,6,P-GPS,
51800,2026-01-27 15:33:32,60.1301799,24.5151314,59.992,59.822,16.2722892,76.0942892,0,5.13622,37.1113,51.4366,29,99,14.102,96.2312892,80.129,5.18209,38.2993,0.3,-0.4,0,302.3, -4.7, 4.3,0,0,1024,1024,1024,1024,0,0,0,0,302.3,-22.87,0,44,,,,,,,14.044,23.3,76.0942892,59.992,6,P-GPS,
52000,2026-01-27 15:33:32,60.130185,24.5151155,59.989,59.849,16.2422892,76.0912892,0,5.09886,37.1311,52.484,29,99,14.207,96.2312892,80.129,5.18209,38.2993,0.3,-0.4,0,302.3, -4.1, 3.9,0,0,1024,1024,1024,1024,0,0,0,0,302.3,-22.89,0,44,,,,,,,13.564,23.3,76.0912892,59.989,6,P-GPS,
52200,2026-01-27 15:33:32,60.13019,24.5151,59.986,59.876,16.2122892,76.0882892,0,5.02416,37.1762,53.5068,32,99,14.207,96.2312892,80.129,5.18209,38.2993,0.3,-0.4,0,302.3, -4.1, 4,0,0,1024,1024,1024,1024,0,0,0,0,302.33,-22.89,0,44,,,,,,,13.564,23.3,76.0882892,59.986,6,P-GPS,
52400,2026-01-27 15:33:32,60.1301949,24.5150847,59.982,59.892,16.1922892,76.0842892,0,4.97753,37.2514,54.5143,32,99,14.207,96.2312892,80.129,5.18209,38.2993,0.3,-0.4,0,302.4, -4.5, 3.9,0,0,1024,1024,1024,1024,0,0,0,0,302.34,-22.9,0,44,,,,,,,13.564,23.3,76.0842892,59.982,6,P-GPS,
52600,2026-01-27 15:33:33,60.1301997,24.5150697,59.979,59.909,16.1722892,76.0812892,0,4.9368,37.3517,55.5017,32,99,14.207,96.2312892,80.129,5.18209,38.2993,0.3,-0.4,0,302.3, -5.1, 4,0,0,1024,1024,1024,1024,0,0,0,0,302.34,-22.9,0,44,,,,,,,13.564,23.3,76.0812892,59.979,6,P-GPS,
52800,2026-01-27 15:33:33,60.1302042,24.5150554,59.977,59.927,16.1522892,76.0792892,0,4.91625,37.4776,56.4386,32,99,14.207,96.2312892,80.129,5.18209,38.2993,0.3,-0.4,0,302.3, -6, 3.9,0,0,1024,1024,1024,1024,0,0,0,0,302.33,-22.9,0,44,,,,,,,13.564,23.3,76.0792892,59.977,6,P-GPS,
53000,2026-01-27 15:33:33,60.130209,24.5150402,59.975,59.935,16.1422892,76.0772892,0,4.93321,37.6353,57.4354,32,99,14.122,96.2312892,80.129,5.18209,38.2993,0.3,-0.4,0,302.4, -6.4, 4,0,0,1024,1024,1024,1024,0,0,0,0,302.3,-22.9,0,44,,,,,,,11.694,23.3,76.0772892,59.975,6,P-GPS,
53200,2026-01-27 15:33:33,60.1302138,24.515025,59.973,59.953,16.1222892,76.0752892,0,4.93636,37.8186,58.4322,31,99,14.122,96.2312892,80.129,5.18209,38.2993,0.3,-0.4,0,302.3, -6.5, 4,0,0,1024,1024,1024,1024,0,0,0,0,302.29,-22.9,0,44,,,,,,,11.694,23.3,76.0752892,59.973,6,P-GPS,
53400,2026-01-27 15:33:33,60.1302186,24.5150098,59.97,59.96,16.1122892,76.0722892,0,4.93793,38.0271,59.429,31,99,14.122,96.2312892,80.129,5.18209,38.2993,0.3,-0.4,0,302.3, -6.7, 4.1,0,0,1024,1024,1024,1024,0,0,0,0,302.29,-22.9,0,44,,,,,,,11.694,23.3,76.0722892,59.97,6,P-GPS,
53600,2026-01-27 15:33:34,60.1302233,24.5149947,59.968,59.968,16.1022892,76.0702892,0,4.96242,38.2641,60.4152,31,99,14.122,96.2312892,80.129,5.18209,38.2993,0.3,-0.4,0,302.3, -6.7, 4,0,0,1024,1024,1024,1024,0,0,0,0,302.29,-22.89,0,44,,,,,,,11.694,23.3,76.0702892,59.968,6,P-GPS,
53800,2026-01-27 15:33:34,60.1302279,24.5149803,59.967,59.967,16.1022892,76.0692892,0,4.97891,38.5034,61.3627,31,99,14.122,96.2312892,80.129,5.18209,38.5034,0.3,-0.4,0,302.3, -6.9, 3.6,0,0,1024,1024,1024,1024,0,0,0,0,302.29,-22.9,0,44,,,,,,,11.694,23.3,76.0692892,59.967,6,P-GPS,
54000,2026-01-27 15:33:34,60.1302328,24.5149648,59.965,59.965,16.1022892,76.0672892,0,4.99685,38.7891,62.3795,31,99,14.249,96.2312892,80.129,5.18209,38.7891,0.3,-0.4,0,302.3, -6.8, 3.8,0,0,1024,1024,1024,1024,0,0,0,0,302.29,-22.9,0,44,,,,,,,11.75,23.3,76.0672892,59.965,6,P-GPS,
54200,2026-01-27 15:33:34,60.1302377,24.5149493,59.965,59.965,16.1022892,76.0672892,0,5.03039,39.099,63.3962,31,99,14.249,96.2312892,80.129,5.18209,39.099,0.3,-0.4,0,302.3, -6.2, 3.8,0,0,1024,1024,1024,1024,0,0,0,0,302.29,-22.9,0,44,,,,,,,11.75,23.3,76.0672892,59.965,6,P-GPS,
54400,2026-01-27 15:33:34,60.1302426,24.5149338,59.965,59.965,16.1022892,76.0672892,0,5.03253,39.4328,64.413,31,99,14.249,96.2312892,80.129,5.18209,39.4328,0.3,-0.4,0,302.4, -5.6, 3.6,0,0,1024,1024,1024,1024,0,0,0,0,302.29,-22.9,0,44,,,,,,,11.75,23.3,76.0672892,59.965,6,P-GPS,
54600,2026-01-27 15:33:35,60.1302474,24.5149186,59.964,59.964,16.1022892,76.0662892,0,5.00423,39.783,65.4098,31,99,14.249,96.2312892,80.129,5.18209,39.783,0.3,-0.4,0,302.3, -5.5, 3.5,0,0,1024,1024,1024,1024,0,0,0,0,302.27,-22.9,0,44,,,,,,,11.75,23.3,76.0662892,59.964,6,P-GPS,
54800,2026-01-27 15:33:35,60.130252,24.514904,59.963,59.963,16.1022892,76.0652892,0,5.00238,40.1404,66.3667,31,99,14.249,96.2312892,80.129,5.18209,40.1404,0.3,-0.4,0,302.2, -5.9, 3.3,0,0,1024,1024,1024,1024,0,0,0,0,302.26,-22.9,0,44,,,,,,,11.75,23.3,76.0652892,59.963,6,P-GPS,
55000,2026-01-27 15:33:35,60.130257,24.5148884,59.962,59.962,16.1022892,76.0642892,0,5.00338,40.5386,67.3941,31,99,14.247,96.2312892,80.129,5.18209,40.5386,0.3,-0.4,0,302.2, -6.1, 3.1,0,0,1024,1024,1024,1024,0,0,0,0,302.26,-22.9,0,44,,,,,,,12.024,23.3,76.0642892,59.962,6,P-GPS,
55200,2026-01-27 15:33:35,60.130263,24.5148691,59.962,59.962,16.1022892,76.0642892,0,5.00087,41.0724,68.6542,31,99,14.247,96.2312892,80.129,5.18209,41.0724,0.3,-0.4,0,302.3, -6, 3.4,0,0,1024,1024,1024,1024,0,0,0,0,302.25,-22.89,0,44,,,,,,,12.024,23.3,76.0642892,59.962,6,P-GPS,
55400,2026-01-27 15:33:35,60.1302666,24.5148577,59.964,59.964,16.1022892,76.0662892,0,4.99365,41.3993,69.4018,31,99,14.247,96.2312892,80.129,5.18209,41.3993,0.3,-0.4,0,302.3, -5.9, 3.5,0,0,1024,1024,1024,1024,0,0,0,0,302.25,-22.89,0,44,,,,,,,12.024,23.3,76.0662892,59.964,6,P-GPS,
55600,2026-01-27 15:33:36,60.1302725,24.5148386,59.965,59.965,16.1022892,76.0672892,0,4.98453,41.9784,70.6466,31,99,14.247,96.2312892,80.129,5.18209,41.9784,0.3,-0.4,0,302.2, -5.9, 3.8,0,0,1024,1024,1024,1024,0,0,0,0,302.26,-22.9,0,44,,,,,,,12.024,23.3,76.0672892,59.965,6,P-GPS,
55800,2026-01-27 15:33:36,60.1302771,24.514824,59.963,59.963,16.1022892,76.0652892,0,4.98977,42.4356,71.6034,31,99,14.247,96.2312892,80.129,5.18209,42.4356,0.3,-0.4,0,302.4, -6.1, 3.6,0,0,1024,1024,1024,1024,0,0,0,0,302.26,-22.9,0,44,,,,,,,12.024,23.3,76.0652892,59.963,6,P-GPS,
56000,2026-01-27 15:33:36,60.1302821,24.5148084,59.964,59.974,16.0922892,76.0662892,0,5.01035,42.9379,72.6309,31,99,14.104,96.2312892,80.129,5.18209,42.9379,0.3,-0.4,0,302.3, -6.6, 3.2,0,0,1024,1024,1024,1024,0,0,0,0,302.26,-22.9,0,44,,,,,,,12.166,23.3,76.0662892,59.964,6,P-GPS,
56200,2026-01-27 15:33:36,60.130287,24.5147931,59.961,59.981,16.0822892,76.0632892,0,5.02455,43.4487,73.6383,31,99,14.104,96.2312892,80.129,5.18209,43.4487,0.3,-0.4,0,302.3, -7.7, 2.7,0,0,1024,1024,1024,1024,0,0,0,0,302.25,-22.9,0,44,,,,,,,12.166,23.3,76.0632892,59.961,6,P-GPS,
56400,2026-01-27 15:33:36,60.1302919,24.5147777,59.961,60.001,16.0622892,76.0632892,0,5.08413,43.9816,74.6504,31,99,14.104,96.2312892,80.129,5.18209,43.9816,0.3,-0.4,0,302.2, -7.1, 2.4,0,0,1024,1024,1024,1024,0,0,0,0,302.25,-22.9,0,44,,,,,,,12.166,23.3,76.0632892,59.961,6,P-GPS,
56600,2026-01-27 15:33:37,60.1302955,24.5147661,59.961,60.021,16.0422892,76.0632892,0,5.0595,44.3982,75.4074,31,99,14.104,96.2312892,80.129,5.18209,44.3982,0.3,-0.4,0,302.2, -2.8, 2.6,0,0,1024,1024,1024,1024,0,0,0,0,302.25,-22.9,0,44,,,,,,,12.166,23.3,76.0632892,59.961,6,P-GPS,
56800,2026-01-27 15:33:37,60.1303014,24.5147476,59.963,60.043,16.0222892,76.0652892,0,4.89666,45.0741,76.6241,32,99,14.104,96.2312892,80.129,5.18209,45.0741,0.3,-0.4,0,302.2, 3.6, 2.8,0,0,1024,1024,1024,1024,0,0,0,0,302.28,-22.9,0,43,,,,,,,12.166,23.3,76.0652892,59.963,6,P-GPS,
57000,2026-01-27 15:33:37,60.1303059,24.514733,59.967,60.067,16.0022892,76.0692892,0,4.50738,45.6299,77.575,32,99,14.165,96.2312892,80.129,5.18209,45.6299,0.2,-0.4,0,302.4, 10.2, 3.2,0,0,1024,1024,1024,1024,0,0,0,0,302.28,-22.9,0,43,,,,,,,12.406,23.3,76.0692892,59.967,6,P-GPS,
57200,2026-01-27 15:33:37,60.1303098,24.5147203,59.971,60.091,15.9822892,76.0732892,0,3.90519,46.1244,78.4014,32,99,14.165,96.2312892,80.129,5.18209,46.1244,0.2,-0.3,0,302.4, 14.3, 4,0,0,1024,1024,1024,1024,0,0,0,0,302.29,-22.9,0,43,,,,,,,12.406,23.3,76.0732892,59.971,6,P-GPS,
57400,2026-01-27 15:33:37,60.130313,24.5147098,59.975,60.105,15.9722892,76.0772892,0,3.23874,46.5413,79.0831,32,99,14.165,96.2312892,80.129,5.18209,46.5413,0.2,-0.3,0,302.3, 14.5, 4.4,0,0,1024,1024,1024,1024,0,0,0,0,302.26,-22.89,0,43,,,,,,,12.406,23.3,76.0772892,59.975,6,P-GPS,
57600,2026-01-27 15:33:38,60.1303157,24.5147013,59.976,60.116,15.9622892,76.0782892,0,2.63527,46.8792,79.6415,32,99,14.165,96.2312892,80.129,5.18209,46.8792,0.1,-0.2,0,302.1, 11.7, 4.3,0,0,1024,1024,1024,1024,0,0,0,0,302.24,-22.9,0,43,,,,,,,12.406,23.3,76.0782892,59.976,6,P-GPS,
57800,2026-01-27 15:33:38,60.1303178,24.5146945,59.974,60.114,15.9622892,76.0762892,0,2.19943,47.1547,80.0846,32,99,14.165,96.2312892,80.129,5.18209,47.1547,0.1,-0.2,0,302.2, 7.7, 3.9,0,0,1024,1024,1024,1024,0,0,0,0,302.25,-22.9,0,43,,,,,,,12.406,23.3,76.0762892,59.974,6,P-GPS,
58000,2026-01-27 15:33:38,60.1303199,24.5146883,59.969,60.119,15.9522892,76.0712892,0,1.89442,47.4014,80.4999,32,99,14.258,96.2312892,80.129,5.18209,47.4014,0.1,-0.2,0,302.1, 3, 3.3,0,0,1024,1024,1024,1024,0,0,0,0,302.27,-22.9,0,43,,,,,,,12.376,23.3,76.0712892,59.969,6,P-GPS,
58200,2026-01-27 15:33:38,60.1303216,24.5146828,59.964,60.124,15.9422892,76.0662892,0,1.74024,47.6281,80.8584,32,99,14.258,96.2312892,80.129,5.18209,47.6281,0.1,-0.1,0,302.3, 0, 3,0,0,1024,1024,1024,1024,0,0,0,0,302.3,-22.9,0,43,,,,,,,12.376,23.3,76.0662892,59.964,6,P-GPS,
58400,2026-01-27 15:33:38,60.1303233,24.5146775,59.961,60.121,15.9422892,76.0632892,0,1.66904,47.8458,81.2076,32,99,14.258,96.2312892,80.129,5.18209,47.8458,0.1,-0.1,0,302.3, -0.6, 3.5,0,0,1024,1024,1024,1024,0,0,0,0,302.29,-22.9,0,43,,,,,,,12.376,23.3,76.0632892,59.961,6,P-GPS,
58600,2026-01-27 15:33:39,60.1303248,24.5146724,59.96,60.13,15.9322892,76.0622892,0,1.60575,48.0615,81.5356,32,99,14.258,96.2312892,80.129,5.18209,48.0615,0.1,-0.1,0,302.3, 0.6, 4.3,0,0,1024,1024,1024,1024,0,0,0,0,302.25,-22.89,0,43,,,,,,,12.376,23.3,76.0622892,59.96,6,P-GPS,
58800,2026-01-27 15:33:39,60.1303261,24.5146677,59.963,60.133,15.9322892,76.0652892,0,1.48416,48.2642,81.8334,32,99,14.258,96.2312892,80.129,5.18209,48.2642,0.1,-0.1,0,302.2, 2.6, 4.7,0,0,1024,1024,1024,1024,0,0,0,0,302.25,-22.9,0,43,,,,,,,12.376,23.3,76.0652892,59.963,6,P-GPS,
59000,2026-01-27 15:33:39,60.1303274,24.5146634,59.967,60.147,15.9222892,76.0692892,0,1.29055,48.4468,82.1119,32,99,14.247,96.2312892,80.129,5.18209,48.4468,0.1,-0.1,0,302.3, 4.2, 4.8,0,0,1024,1024,1024,1024,0,0,0,0,302.25,-22.9,0,43,,,,,,,12.222,23.3,76.0692892,59.967,6,P-GPS,
59200,2026-01-27 15:33:39,60.1303285,24.51466,59.971,60.151,15.9222892,76.0732892,0,1.06338,48.5894,82.3365,32,99,14.247,96.2312892,80.129,5.18209,48.5894,0.1,-0.1,0,302.2, 4.3, 4,0,0,1024,1024,1024,1024,0,0,0,0,302.25,-22.9,0,43,,,,,,,12.222,23.3,76.0732892,59.971,6,P-GPS,
59400,2026-01-27 15:33:39,60.1303294,24.5146574,59.971,60.151,15.9222892,76.0732892,0,0.832061,48.697,82.5119,32,99,14.247,96.2312892,80.129,5.18209,48.697,0,-0.1,0,302.2, 3.4, 3.3,0,0,1024,1024,1024,1024,0,0,0,0,302.25,-22.9,0,43,,,,,,,12.222,23.3,76.0732892,59.971,6,P-GPS,
59600,2026-01-27 15:33:40,60.1303299,24.5146558,59.975,60.165,15.9122892,76.0772892,0,0.657383,48.7651,82.6165,32,99,14.247,96.2312892,80.129,5.18209,48.7651,0,-0.1,0,302.3, 2.4, 3.1,0,0,1024,1024,1024,1024,0,0,0,0,302.27,-22.9,0,43,,,,,,,12.222,23.3,76.0772892,59.975,6,P-GPS,
59800,2026-01-27 15:33:40,60.1303306,24.5146535,59.98,60.17,15.9122892,76.0822892,0,0.528774,48.8639,82.7658,32,99,14.247,96.2312892,80.129,5.18209,48.8639,0,0,0,302.3, 2.2, 3.5,0,0,1024,1024,1024,1024,0,0,0,0,302.29,-22.9,0,43,,,,,,,12.222,23.3,76.0822892,59.98,6,P-GPS,
60000,2026-01-27 15:33:40,60.130331,24.5146521,59.981,60.171,15.9122892,76.0832892,0,0.396849,48.925,82.8552,32,99,14.098,96.2312892,80.129,5.18209,48.925,0,0,0,302.4, 2.6, 4.2,0,0,1024,1024,1024,1024,0,0,0,0,302.29,-22.9,0,43,,,,,,,13.42,23.3,76.0832892,59.981,6,P-GPS,
60200,2026-01-27 15:33:40,60.1303312,24.514651,59.983,60.173,15.9122892,76.0852892,0,0.267442,48.9768,82.92,32,99,14.098,96.2312892,80.129,5.18209,48.9768,0,0,0,301.1, 2.5, 4.9,0,0,1024,1024,1024,1024,0,0,0,0,301.49,-22.9,0,43,,,,,,,13.42,23.3,76.0852892,59.983,6,P-GPS,
60400,2026-01-27 15:33:40,60.1303313,24.5146504,59.987,60.177,15.9122892,76.0892892,0,0.138246,49.0053,82.955,32,99,14.098,96.2312892,80.129,5.18209,49.0053,0,0,0,297, 2.4, 5.1,0,0,1024,1024,1024,1024,0,0,0,0,297.73,-22.9,0,43,,,,,,,13.42,23.3,76.0892892,59.987,6,P-GPS,
60600,2026-01-27 15:33:41,60.1303312,24.5146502,59.99,60.18,15.9122892,76.0922892,0,0.0411096,49.0191,82.9707,32,99,14.098,96.2312892,80.129,5.18209,49.0191,0,0,0,292.9, 2.2, 5.3,0,0,1024,1024,1024,1024,0,0,0,0,293.77,-22.9,0,43,,,,,,,13.42,23.3,76.0922892,59.99,6,P-GPS,
60800,2026-01-27 15:33:41,60.1303312,24.5146502,59.991,60.181,15.9122892,76.0932892,0,0.0318277,49.0191,82.9707,32,99,14.098,96.2312892,80.129,5.18209,49.0191,0,0,0,289.8, 1.8, 5.5,0,0,1024,1024,1024,1024,0,0,0,0,290.33,-22.9,0,43,,,,,,,13.42,23.3,76.0932892,59.991,6,P-GPS,
61000,2026-01-27 15:33:41,60.1303312,24.5146504,59.993,60.183,15.9122892,76.0952892,0,0.0620725,49.0086,82.9818,32,99,14.241,96.2312892,80.129,5.18209,49.0191,0,0,0,287.6, 0.6, 5.3,0,0,1024,1024,1024,1024,0,0,0,0,288.12,-22.9,0,43,,,,,,,14.12,23.3,76.0952892,59.993,6,P-GPS,
61200,2026-01-27 15:33:41,60.1303313,24.5146506,59.996,60.186,15.9122892,76.0982892,0,0.035805,48.9947,82.9975,32,99,14.241,96.2312892,80.129,5.18209,49.0191,0,0,0,286.4, -2.4, 4.8,0,0,1024,1024,1024,1024,0,0,0,0,286.8,-22.91,0,43,,,,,,,14.12,23.3,76.0982892,59.996,6,P-GPS,
61400,2026-01-27 15:33:41,60.1303314,24.5146504,59.997,60.187,15.9122892,76.0992892,0,0.134737,49.0021,83.0132,32,99,14.241,96.2312892,80.129,5.18209,49.0191,0,0,0,285.7, -6.2, 4.4,0,0,1024,1024,1024,1024,0,0,0,0,285.96,-22.9,0,43,,,,,,,14.12,23.3,76.0992892,59.997,6,P-GPS,
61600,2026-01-27 15:33:42,60.1303315,24.5146493,59.996,60.186,15.9122892,76.0982892,0,0.421086,49.0571,83.0751,32,99,14.241,96.2312892,80.129,5.18209,49.0571,0,0,0,285.3, -10.2, 4.2,0,0,1024,1024,1024,1024,0,0,0,0,285.43,-22.9,0,43,,,,,,,14.12,23.3,76.0982892,59.996,6,P-GPS,
61800,2026-01-27 15:33:42,60.1303318,24.5146469,59.995,60.195,15.9022892,76.0972892,0,0.816927,49.1747,83.2122,31,99,14.241,96.2312892,80.129,5.18209,49.1747,0,-0.1,0,285, -13.6, 4.5,0,0,1024,1024,1024,1024,0,0,0,0,285.04,-22.9,0,43,,,,,,,14.12,23.3,76.0972892,59.995,6,P-GPS,
62000,2026-01-27 15:33:42,60.1303323,24.5146427,59.994,60.194,15.9022892,76.0962892,0,1.31881,49.3815,83.4514,31,99,14.275,96.2312892,80.129,5.18209,49.3815,0,-0.1,0,284.8, -16, 5,0,0,1024,1024,1024,1024,0,0,0,0,284.75,-22.89,0,43,,,,,,,14.13,23.3,76.0962892,59.994,6,P-GPS,
62200,2026-01-27 15:33:42,60.130333,24.5146368,59.993,60.193,15.9022892,76.0952892,0,1.86099,49.6725,83.7873,32,99,14.275,96.2312892,80.129,5.18209,49.6725,0,-0.2,0,284.6, -17.2, 5.3,0,0,1024,1024,1024,1024,0,0,0,0,284.55,-22.89,0,43,,,,,,,14.13,23.3,76.0952892,59.993,6,P-GPS,
62400,2026-01-27 15:33:42,60.130334,24.5146289,59.994,60.194,15.9022892,76.0962892,0,2.40815,50.0611,84.2387,32,99,14.275,96.2312892,80.129,5.18209,50.0611,0.1,-0.2,0,284.4, -17.7, 5.1,0,0,1024,1024,1024,1024,0,0,0,0,284.46,-22.9,0,43,,,,,,,14.13,23.3,76.0962892,59.994,6,P-GPS,
62600,2026-01-27 15:33:43,60.1303352,24.5146192,59.996,60.206,15.8922892,76.0982892,0,2.94347,50.5405,84.7923,32,99,14.275,96.2312892,80.129,5.18209,50.5405,0.1,-0.3,0,284.4, -18, 4.9,0,0,1024,1024,1024,1024,0,0,0,0,284.43,-22.89,0,43,,,,,,,14.13,23.3,76.0982892,59.996,6,P-GPS,
62800,2026-01-27 15:33:43,60.1303366,24.5146083,59.998,60.208,15.8922892,76.1002892,0,3.43531,51.0795,85.4157,32,99,14.275,96.2312892,80.129,5.18209,51.0795,0.1,-0.3,0,284.4, -18.6, 4.7,0,0,1024,1024,1024,1024,0,0,0,0,284.42,-9.88,0,43,,,,,,,14.13,23.3,76.1002892,59.998,6,P-GPS,
63000,2026-01-27 15:33:43,60.1303382,24.5145949,60.001,60.221,15.8822892,76.1032892,0,3.95673,51.7482,86.1789,32,99,14.233,96.2312892,80.129,5.18209,51.7482,0.1,-0.4,0,284.3, -18.5, 5,0,0,1024,1024,1024,1024,0,0,0,0,284.42,-5.13,0,43,,,,,,,14.26,23.3,76.1032892,60.001,6,P-GPS,
